sdtname,object-id,st-area(shape),district,timeperiod,total-tender-awarded-value,immediate-measures-tenders-awarded-value,others-tenders-awarded-value,repair-and-restoration-tenders-awarded-value,max-rain,mean-rain,count,sum-rain,inundation-pct,inundation-intensity-mean,inundation-intensity-mean-nonzero,inundation-intensity-sum,mean-sex-ratio,sum-aged-population,sum-young-population,sum-population,schools-count,total-rail-length,rail-count,total-road-length,health-centres-count,stname,dtname,st-area-sh,st-length-,remarks,dist-lgd,state-lgd,subdt-lgd,ac-no,st-length(shape),elevation-mean,slope-mean,stcode11,dtcode11,sub-district-code,urban-hhd,urban-electricity,urban-tele,urban-hhd-pipe,urban-no-sanitation,rural-hhd,total-hhd,avg-electricity,avg-tele,sd-piped-hhds-pct,sd-nosanitation-hhds-pct,total-hhd.1,exposure,flood-hazard,government-response,vulnerability,financial-year,total-tender-awarded-value-fy-cumsum,repair-and-restoration-tenders-awarded-value-fy-cumsum,immediate-measures-tenders-awarded-value-fy-cumsum,others-tenders-awarded-value-fy-cumsum,topsis-score,risk-score
Mohammdi,09-153-00800,1704252670.545392,Kheri,2026_03,0.0,0.0,0.0,0.0,0.01,0.0,1198.0,3.58,0.0,0.0,0.0,0.0,0.88,71136.0,118054.0,1151354.0,826,25031.0,7.0,243266.0,115.0,UTTAR PRADESH,Kheri,0.0,0.0,0.0,159.0,9.0,800.0,144.0,418357.7157201937,151.0,70.45287872876733,9.0,153.0,800.0,8226.965822966204,164539.3164593241,24680.897468898613,1540.91069864157,518.2988468468708,105259.0,113486.0,10.5,2.0,17.91,11.56,113486.0,2,2,5,5,2025-2026,0.0,0.0,0.0,0.0,0.4061735720991392,2
Misrikh,09-154-00803,1776411785.5878766,Sitapur,2026_03,0.0,0.0,0.0,0.0,0.01,0.0,1268.0,5.91,0.0,0.0,0.0,0.0,0.87,88634.0,135418.0,1313794.0,1575,42056.0,12.0,219458.0,162.0,UTTAR PRADESH,Sitapur,0.0,0.0,0.0,183.0,9.0,803.0,153.0,349948.02453947294,137.0,72.92916490297254,9.0,154.0,803.0,6563.203191342562,131264.06382685123,19689.609574027687,1229.2879577384615,413.4818010545814,146765.0,153328.0,10.5,2.0,9.94,13.03,153328.0,2,2,5,5,2025-2026,0.0,0.0,0.0,0.0,0.4061735720991392,2
Mankapur,09-183-00931,913935308.8770312,Gonda,2026_03,0.0,0.0,0.0,0.0,0.03,0.01,660.0,5.2,0.0,0.0,0.0,0.0,0.91,56214.0,84669.0,834796.0,1213,49334.0,12.0,120589.0,89.0,UTTAR PRADESH,Gonda,0.0,0.0,0.0,147.0,9.0,931.0,301.0,269893.15941194963,97.0,71.4900227318963,9.0,183.0,931.0,2519.4212938391647,50388.425876783294,7558.263881517494,471.8876083360755,158.72354151186738,153912.0,156431.0,10.2,2.0,10.57,12.32,156431.0,2,2,5,5,2025-2026,0.0,0.0,0.0,0.0,0.4061735720991392,2
Rae Bareli,09-158-00825,1212081094.9455805,Rae Bareli,2026_03,0.0,0.0,0.0,0.0,0.03,0.01,879.0,8.06,0.0,0.0,0.0,0.0,0.93,84529.0,93534.0,1081306.0,1159,56437.0,20.0,252928.0,105.0,UTTAR PRADESH,Rae Bareli,0.0,0.0,0.0,175.0,9.0,825.0,180.0,215367.4425888235,111.0,71.07877728042764,9.0,158.0,825.0,9385.036514945652,187700.73029891303,28155.109544836956,1757.8173392493206,591.257300441576,147078.0,156463.0,11.2,2.0,14.99,10.64,156463.0,2,2,5,5,2025-2026,0.0,0.0,0.0,0.0,0.4061735720991392,2
Hasanganj,09-156-00815,1410177935.4741244,Unnao,2026_03,0.0,0.0,0.0,0.0,0.02,0.01,1020.0,8.91,0.0,0.0,0.0,0.0,0.9,70476.0,81464.0,953137.0,879,23119.0,5.0,302419.0,112.0,UTTAR PRADESH,Unnao,0.0,0.0,0.0,186.0,9.0,815.0,164.0,304356.13303368137,126.0,70.21417343322994,9.0,156.0,815.0,6747.044399095618,134940.88798191235,20241.133197286857,1263.7214159506093,425.063797143024,155020.0,161767.0,11.1,2.0,3.66,11.23,161767.0,2,2,5,5,2025-2026,0.0,0.0,0.0,0.0,0.4061735720991392,2
Shahabad,09-155-00809,1240370838.2599435,Hardoi,2026_03,0.0,0.0,0.0,0.0,0.0,0.0,889.0,2.16,0.0,0.0,0.0,0.0,0.86,65900.0,95587.0,962187.0,941,32178.0,9.0,189084.0,72.0,UTTAR PRADESH,Hardoi,0.0,0.0,0.0,150.0,9.0,809.0,155.0,274126.16530635464,144.0,69.59798061534883,9.0,155.0,809.0,23917.850049889606,478357.0009977921,71753.55014966882,4479.813314344323,1506.8245531430453,153486.0,177404.0,10.9,2.0,15.21,18.78,177404.0,2,2,5,5,2025-2026,0.0,0.0,0.0,0.0,0.4061735720991392,2
Bilgram,09-155-00812,1205097441.3825023,Hardoi,2026_03,0.0,0.0,0.0,0.0,0.01,0.0,870.0,4.0,0.0,0.0,0.0,0.0,0.86,58201.0,83743.0,850301.0,1029,29210.0,8.0,165277.0,98.0,UTTAR PRADESH,Hardoi,0.0,0.0,0.0,150.0,9.0,812.0,159.0,254141.8953667703,133.0,71.5462300804753,9.0,155.0,812.0,14559.899849269705,291197.99698539404,43679.69954780911,2727.0692417682153,917.2736905039912,129000.0,143560.0,10.7,2.0,7.42,13.07,143560.0,2,2,5,5,2025-2026,0.0,0.0,0.0,0.0,0.4061735720991392,2
Pratapgarh,09-173-00882,1386187835.5881257,Pratapgarh,2026_03,0.0,0.0,0.0,0.0,0.01,0.01,1005.0,6.63,0.0,0.0,0.0,0.0,0.99,109323.0,113375.0,1352337.0,1201,56255.0,16.0,325503.0,153.0,UTTAR PRADESH,Pratapgarh,0.0,0.0,0.0,174.0,9.0,882.0,247.0,342992.07739351573,98.0,73.7520799353655,9.0,173.0,882.0,19394.445382823116,387888.90765646234,58183.336148469345,3632.5796202027695,1221.8500591178563,104869.0,124263.0,12.4,2.0,12.63,11.63,124263.0,2,2,5,5,2025-2026,0.0,0.0,0.0,0.0,0.4061735720991392,2
Shahjahanpur,09-152-00795,1316183866.0997925,Shahjahanpur,2026_03,0.0,0.0,0.0,0.0,0.0,0.0,939.0,2.1,0.0,0.0,0.0,0.0,0.86,77583.0,143238.0,1371235.0,1243,56978.0,19.0,257939.0,103.0,UTTAR PRADESH,Shahjahanpur,0.0,0.0,0.0,180.0,9.0,795.0,136.0,236446.00051128745,150.0,64.63483943599245,9.0,152.0,795.0,47847.87776781165,956957.555356233,143543.63330343497,8961.907505911122,3014.4162993721343,177410.0,225258.0,11.7,2.0,10.76,10.92,225258.0,3,2,5,4,2025-2026,0.0,0.0,0.0,0.0,0.3944596555229054,2
Budaun,09-149-00782,1493387600.1629956,Budaun,2026_03,0.0,0.0,0.0,0.0,0.01,0.0,1067.0,3.94,0.0,0.0,0.0,0.0,0.86,65636.0,142340.0,1300458.0,997,53463.0,13.0,200084.0,119.0,UTTAR PRADESH,Budaun,0.0,0.0,0.0,133.0,9.0,782.0,116.0,269418.464569652,165.0,67.69517794892693,9.0,149.0,782.0,40801.178668478264,816023.5733695653,122403.53600543478,7642.060764605979,2570.47425611413,170235.0,211036.0,11.9,2.0,14.77,9.79,211036.0,3,2,5,4,2025-2026,0.0,0.0,0.0,0.0,0.3944596555229054,2
Sitapur,09-154-00804,1084079167.02488,Sitapur,2026_03,0.0,0.0,0.0,0.0,0.01,0.01,771.0,8.82,0.0,0.0,0.0,0.0,0.87,82075.0,125476.0,1231886.0,1185,91900.0,32.0,210748.0,93.0,UTTAR PRADESH,Sitapur,0.0,0.0,0.0,183.0,9.0,804.0,147.0,242464.24248182384,138.0,72.722678633845,9.0,154.0,804.0,32254.16966313901,645083.3932627803,96762.50898941704,6041.205977905936,2032.0126887777576,143893.0,176147.0,12.0,2.0,12.79,16.39,176147.0,2,2,4,5,2025-2026,3803221.0,0.0,0.0,3803221.0,0.3919244473027319,2
Bighapur,09-156-00818,778445854.6905546,Unnao,2026_03,0.0,0.0,0.0,0.0,0.01,0.0,566.0,2.06,0.0,0.0,0.0,0.0,0.9,32410.0,37259.0,430518.0,455,24065.0,5.0,89695.0,85.0,UTTAR PRADESH,Unnao,0.0,0.0,0.0,186.0,9.0,818.0,166.0,169755.8293630389,116.0,66.20466880811671,9.0,156.0,818.0,4485.21320508874,89704.26410177481,13455.63961526622,840.080433313121,282.5684319205906,89014.0,93499.0,10.8,2.0,11.55,12.11,93499.0,1,2,5,5,2025-2026,0.0,0.0,0.0,0.0,0.39175759479366573,2
Fatehabad,09-146-00769,789004088.4720188,Agra,2026_03,0.0,0.0,0.0,0.0,0.01,0.0,569.0,2.04,0.0,0.0,0.0,0.0,0.86,34306.0,57281.0,601652.0,706,43819.0,12.0,151460.0,67.0,UTTAR PRADESH,Agra,0.0,0.0,0.0,118.0,9.0,769.0,93.0,214607.0018251029,159.0,74.19971804330763,9.0,146.0,769.0,7915.242150348166,158304.84300696332,23745.7264510445,1482.5248547602116,498.6602554719345,83082.0,90997.0,11.6,2.0,8.98,9.2,90997.0,1,2,5,5,2025-2026,0.0,0.0,0.0,0.0,0.39175759479366573,2
Atarra,09-170-00873,938078595.9722128,Banda,2026_03,0.0,0.0,0.0,0.0,0.01,0.01,682.0,4.14,0.0,0.0,0.0,0.0,0.85,33275.0,41460.0,416378.0,464,34215.0,3.0,185183.0,61.0,UTTAR PRADESH,Banda,0.0,0.0,0.0,128.0,9.0,873.0,234.0,256509.99394950413,130.0,68.23965011668791,9.0,170.0,873.0,13385.442451808764,267708.8490361753,40156.3273554263,2507.0933712237816,843.2828744639522,86302.0,99687.0,11.6,2.0,13.64,13.31,99687.0,1,2,5,5,2025-2026,0.0,0.0,0.0,0.0,0.39175759479366573,2
Gauriganj,09-706-00913,733229960.7296718,Amethi,2026_03,0.0,0.0,0.0,0.0,0.01,0.01,533.0,5.58,0.0,0.0,0.0,0.0,0.96,41858.0,46070.0,529394.0,527,16298.0,4.0,124726.0,58.0,UTTAR PRADESH,Amethi,0.0,0.0,0.0,640.0,9.0,913.0,185.0,167706.77615109883,105.0,73.22710720993523,9.0,706.0,913.0,184.3411785623302,3686.823571246604,553.0235356869905,34.527102744724445,11.613494249426802,100256.0,100440.0,10.1,2.0,6.53,8.55,100440.0,1,2,5,5,2025-2026,0.0,0.0,0.0,0.0,0.39175759479366573,2
Bah,09-146-00770,1120161558.8320425,Agra,2026_03,0.0,0.0,0.0,0.0,0.0,0.0,808.0,0.93,0.0,0.0,0.0,0.0,0.86,33723.0,55612.0,584600.0,689,50406.0,10.0,154005.0,91.0,UTTAR PRADESH,Agra,0.0,0.0,0.0,118.0,9.0,770.0,94.0,274295.4903408527,149.0,74.71968109204,9.0,146.0,770.0,6404.4146728515625,128088.29345703124,19213.244018554688,1199.5468682250976,403.4781243896484,80829.0,87233.0,11.0,2.0,6.03,10.28,87233.0,1,2,5,5,2025-2026,0.0,0.0,0.0,0.0,0.39175759479366573,2
Konch,09-165-00855,1089043894.607751,Jalaun,2026_03,0.0,0.0,0.0,0.0,0.01,0.0,794.0,3.94,0.0,0.0,0.0,0.0,0.86,28957.0,28268.0,341233.0,433,22797.0,7.0,117649.0,57.0,UTTAR PRADESH,Jalaun,0.0,0.0,0.0,151.0,9.0,855.0,219.0,237090.17108269787,153.0,76.18427951051272,9.0,165.0,855.0,4773.305504840354,95466.11009680708,14319.91651452106,894.0401210565983,300.7182468049423,53717.0,58490.0,10.4,2.0,19.17,8.31,58490.0,1,2,5,5,2025-2026,0.0,0.0,0.0,0.0,0.39175759479366573,2
Naugarh,09-184-00933,819322207.2814952,Siddharth Nagar,2026_03,0.0,0.0,0.0,0.0,0.02,0.01,591.0,5.44,0.0,0.0,0.0,0.0,0.96,65308.0,107389.0,924806.0,918,23875.0,6.0,126990.0,112.0,UTTAR PRADESH,Siddharth Nagar,0.0,0.0,0.0,182.0,9.0,933.0,303.0,196028.330002702,87.0,71.15394010116643,9.0,184.0,933.0,833.0492998206098,16660.985996412197,2499.147899461829,156.0301338564002,52.48210588869842,115381.0,116214.0,10.4,2.0,19.27,12.35,116214.0,1,2,5,5,2025-2026,0.0,0.0,0.0,0.0,0.39175759479366573,2
Musafirkhana,09-706-00912,710806328.1159873,Amethi,2026_03,0.0,0.0,0.0,0.0,0.03,0.0,515.0,2.06,0.0,0.0,0.0,0.0,0.96,52285.0,57884.0,660484.0,566,35197.0,8.0,250381.0,69.0,UTTAR PRADESH,Amethi,0.0,0.0,0.0,640.0,9.0,912.0,184.0,226189.97883604353,104.0,74.61435049889809,9.0,706.0,912.0,3807.2131480341377,76144.26296068275,11421.639444102411,713.0910226267939,239.85442832615067,117079.0,120886.0,10.7,2.0,13.76,14.53,120886.0,1,2,5,5,2025-2026,0.0,0.0,0.0,0.0,0.39175759479366573,2
Karwi,09-171-00875,2909873447.7544866,Chitrakoot,2026_03,0.0,0.0,0.0,0.0,0.01,0.0,2125.0,6.8,0.0,0.0,0.0,0.0,0.87,75544.0,109775.0,1018541.0,1199,107204.0,26.0,304543.0,130.0,UTTAR PRADESH,Chitrakoot,0.0,0.0,0.0,136.0,9.0,875.0,237.0,487681.7206973635,173.0,72.09334837776191,9.0,171.0,875.0,4612.070511527684,92241.41023055368,13836.211534583052,863.8408068091352,290.5604422262441,67119.0,71731.0,11.5,2.0,12.03,16.44,71731.0,1,2,5,5,2025-2026,0.0,0.0,0.0,0.0,0.39175759479366573,2
Bareilly,09-150-00787,946063905.6277312,Bareilly,2026_03,0.0,0.0,0.0,0.0,0.01,0.01,672.0,3.73,0.0,0.0,0.0,0.0,0.87,115723.0,221372.0,2182344.0,1487,79379.0,44.0,205791.0,125.0,UTTAR PRADESH,Bareilly,0.0,0.0,0.0,130.0,9.0,787.0,124.0,292431.24894648214,171.0,68.73443422906836,9.0,150.0,787.0,272967.03820270044,5459340.764054009,818901.1146081013,51126.72625536579,17196.92340677013,148147.0,421114.0,16.9,3.0,19.03,5.1,421114.0,5,2,5,1,2025-2026,0.0,0.0,0.0,0.0,0.3818426493256822,2
Kanpur,09-164-00849,1334431345.1519291,Kanpur Nagar,2026_03,0.0,0.0,0.0,0.0,0.01,0.01,968.0,7.03,0.0,0.0,0.0,0.0,0.85,294113.0,267906.0,4030333.0,3752,123457.0,41.0,403008.0,213.0,UTTAR PRADESH,Kanpur Nagar,0.0,0.0,0.0,157.0,9.0,849.0,210.0,274456.586145151,123.0,68.13811088258588,9.0,164.0,849.0,219849.8116269319,4396996.232538639,659549.4348807958,41177.869717724345,13850.538132496711,85288.0,305138.0,17.5,3.0,19.5,6.1,305138.0,5,2,5,1,2025-2026,0.0,0.0,0.0,0.0,0.3818426493256822,2
Gola Gokaran Nath,09-153-00799,1703091460.334358,Kheri,2026_03,0.0,0.0,0.0,0.0,0.01,0.01,1216.0,11.36,0.0,0.0,0.0,0.0,0.88,48510.0,80687.0,801576.0,680,39853.0,9.0,240150.0,92.0,UTTAR PRADESH,Kheri,0.0,0.0,0.0,159.0,9.0,799.0,139.0,336802.5291291137,156.0,69.36354042377742,9.0,153.0,799.0,5892.957657523778,117859.15315047555,17678.872972571335,1103.7509692542037,371.256332423998,137454.0,143347.0,10.2,2.0,20.85,13.13,143347.0,2,2,3,5,2025-2026,1427814.0,1427814.0,0.0,0.0,0.3790011175149977,2
Lakhimpur,09-153-00801,1899611965.9042351,Kheri,2026_03,0.0,0.0,0.0,0.0,0.02,0.01,1358.0,8.55,0.0,0.0,0.0,0.0,0.88,97390.0,161832.0,1603484.0,1098,48448.0,15.0,216848.0,114.0,UTTAR PRADESH,Kheri,0.0,0.0,0.0,159.0,9.0,801.0,140.0,334922.2809640437,141.0,66.99649102854546,9.0,153.0,801.0,24058.814989172897,481176.29978345794,72176.44496751869,4506.216047472083,1515.7053443178925,250695.0,274754.0,11.0,2.0,13.43,11.34,274754.0,3,2,4,4,2025-2026,1991381.57,0.0,0.0,1991381.57,0.37800924359960336,2
Hardoi,09-155-00811,2018503890.4402752,Hardoi,2026_03,0.0,0.0,0.0,0.0,0.01,0.0,1449.0,3.5,0.0,0.0,0.0,0.0,0.86,109267.0,158324.0,1610280.0,1989,42587.0,10.0,297003.0,158.0,UTTAR PRADESH,Hardoi,0.0,0.0,0.0,150.0,9.0,811.0,156.0,304000.6608718269,139.0,71.39581928252359,9.0,155.0,811.0,24924.095379373302,498481.90758746606,74772.2861381199,4668.283064556619,1570.218008900518,256114.0,281038.0,10.9,2.0,14.77,14.3,281038.0,3,2,4,4,2025-2026,2158581.2300000004,0.0,0.0,2158581.2300000004,0.37800924359960336,2
Firozabad,09-147-00772,575021373.7070752,Firozabad,2026_03,0.0,0.0,0.0,0.0,0.0,0.0,411.0,0.4,0.0,0.0,0.0,0.0,0.87,67754.0,105325.0,1111123.0,906,16307.0,5.0,131472.0,69.0,UTTAR PRADESH,Firozabad,0.0,0.0,0.0,143.0,9.0,772.0,95.0,229294.46715623236,161.0,73.83666539401479,9.0,147.0,772.0,9365.81978175951,187316.3956351902,28097.45934527853,1754.2180451235563,590.0466462508491,104069.0,113435.0,11.5,2.0,15.75,9.76,113435.0,2,2,5,4,2025-2026,0.0,0.0,0.0,0.0,0.37364075590013546,2
Aonla,09-150-00786,1046316127.5540452,Bareilly,2026_03,0.0,0.0,0.0,0.0,0.01,0.01,739.0,5.27,0.0,0.0,0.0,0.0,0.87,50043.0,96020.0,955350.0,1367,47472.0,10.0,167330.0,114.0,UTTAR PRADESH,Bareilly,0.0,0.0,0.0,130.0,9.0,786.0,126.0,237025.96260804028,170.0,68.21140305449428,9.0,150.0,786.0,8266.337419592815,165326.74839185632,24799.012258778446,1548.2849986897345,520.7792574343474,142799.0,151065.0,10.7,2.0,30.1,10.55,151065.0,2,2,5,4,2025-2026,0.0,0.0,0.0,0.0,0.37364075590013546,2
Mirzapur,09-199-01000,1424644522.791776,Mirzapur,2026_03,0.0,0.0,0.0,0.0,0.02,0.01,1044.0,9.12,0.0,0.0,0.0,0.0,0.89,119102.0,165288.0,1661914.0,1104,76167.0,19.0,294541.0,140.0,UTTAR PRADESH,Mirzapur,0.0,0.0,0.0,170.0,9.0,1000.0,397.0,312340.5277407958,99.0,69.0904299972994,9.0,199.0,1000.0,19173.12649934188,383462.5299868377,57519.37949802564,3591.126593326734,1207.9069694585385,236829.0,256002.0,11.6,2.0,28.18,9.5,256002.0,3,2,5,3,2025-2026,0.0,0.0,0.0,0.0,0.3642118789155968,2
Patiyali,09-202-01012,1144757015.640789,Kasganj,2026_03,0.0,0.0,0.0,0.0,0.01,0.0,813.0,0.33,0.0,0.0,0.0,0.0,0.87,40199.0,71444.0,661970.0,735,33714.0,8.0,86530.0,76.0,UTTAR PRADESH,Kasganj,0.0,0.0,0.0,633.0,9.0,1012.0,102.0,294887.9316746101,160.0,66.75658823038405,9.0,202.0,1012.0,14250.34864342731,285006.9728685462,42751.045930281936,2669.090300913935,897.7719645359206,104167.0,118417.0,11.3,2.0,16.64,10.12,118417.0,1,2,5,4,2025-2026,0.0,0.0,0.0,0.0,0.3588105452027147,2
Jalesar,09-201-01009,671544115.494197,Etah,2026_03,0.0,0.0,0.0,0.0,0.0,0.0,478.0,1.37,0.0,0.0,0.0,0.0,0.87,26798.0,39679.0,401788.0,937,30663.0,1.0,112470.0,51.0,UTTAR PRADESH,Etah,0.0,0.0,0.0,138.0,9.0,1009.0,106.0,164774.1851475561,171.0,73.82104399812098,9.0,201.0,1009.0,10518.399286684784,210367.98573369568,31555.19786005435,1970.09618639606,662.6591550611414,64884.0,75402.0,12.3,2.0,23.34,12.89,75402.0,1,2,5,4,2025-2026,0.0,0.0,0.0,0.0,0.3588105452027147,2
Shikohabad,09-147-00774,954691280.4217108,Firozabad,2026_03,0.0,0.0,0.0,0.0,0.0,0.0,682.0,0.52,0.0,0.0,0.0,0.0,0.87,52287.0,80629.0,853470.0,970,61730.0,10.0,293500.0,92.0,UTTAR PRADESH,Firozabad,0.0,0.0,0.0,143.0,9.0,774.0,99.0,237792.5759125907,156.0,74.33866228608686,9.0,147.0,774.0,17016.04210895041,340320.8421790082,51048.12632685123,3187.1046870064115,1072.0106528638755,70924.0,87940.0,12.1,2.0,14.37,7.53,87940.0,1,2,5,4,2025-2026,0.0,0.0,0.0,0.0,0.3588105452027147,2
Akbarpur,09-163-00845,1051286254.958132,Kanpur Dehat,2026_03,0.0,0.0,0.0,0.0,0.01,0.0,764.0,3.54,0.0,0.0,0.0,0.0,0.85,55447.0,58324.0,689249.0,826,52530.0,13.0,250301.0,78.0,UTTAR PRADESH,Kanpur Dehat,0.0,0.0,0.0,156.0,9.0,845.0,206.0,244213.5682045967,129.0,66.41756556638092,9.0,163.0,845.0,14496.991285241167,289939.82570482336,43490.97385572351,2715.2864677256707,913.3104509701936,68995.0,83492.0,12.9,2.0,19.53,8.25,83492.0,1,2,5,4,2025-2026,0.0,0.0,0.0,0.0,0.3588105452027147,2
Sikandra Rao,09-144-00758,725102128.1983687,Hathras,2026_03,0.0,0.0,0.0,0.0,0.0,0.0,523.0,2.05,0.0,0.0,0.0,0.0,0.87,32938.0,49366.0,498596.0,759,29569.0,7.0,82449.0,60.0,UTTAR PRADESH,Hathras,0.0,0.0,0.0,163.0,9.0,758.0,80.0,158050.74726947906,175.0,77.90422023543394,9.0,144.0,758.0,12397.874702785328,247957.49405570657,37193.62410835599,2322.1219318316917,781.0661062754757,61101.0,73499.0,10.9,2.0,7.67,5.24,73499.0,1,2,5,4,2025-2026,0.0,0.0,0.0,0.0,0.3588105452027147,2
Ghatampur,09-164-00850,1380317908.560417,Kanpur Nagar,2026_03,0.0,0.0,0.0,0.0,0.01,0.01,992.0,6.7,0.0,0.0,0.0,0.0,0.85,47754.0,43424.0,648781.0,1329,39417.0,13.0,132422.0,190.0,UTTAR PRADESH,Kanpur Nagar,0.0,0.0,0.0,157.0,9.0,850.0,218.0,251377.19772910772,121.0,66.92462921116532,9.0,164.0,850.0,3935.635641346807,78712.71282693616,11806.906924040422,737.144555624257,247.94504540484888,110388.0,114324.0,11.1,2.0,25.01,9.37,114324.0,1,2,5,4,2025-2026,0.0,0.0,0.0,0.0,0.3588105452027147,2
Kalpi,09-165-00853,1558459791.1470106,Jalaun,2026_03,0.0,0.0,0.0,0.0,0.01,0.0,1129.0,4.86,0.0,0.0,0.0,0.0,0.86,40122.0,39190.0,470494.0,544,25269.0,7.0,229237.0,72.0,UTTAR PRADESH,Jalaun,0.0,0.0,0.0,151.0,9.0,853.0,220.0,296854.4747413285,127.0,73.22111454523126,9.0,165.0,853.0,8331.544819707457,166630.89639414914,24994.634459122368,1560.4983447312063,524.8873236415698,71595.0,79927.0,11.5,2.0,26.21,10.2,79927.0,1,2,5,4,2025-2026,0.0,0.0,0.0,0.0,0.3588105452027147,2
Puranpur,09-151-00792,2274652353.3815627,Pilibhit,2026_03,0.0,0.0,0.0,0.0,0.01,0.01,1613.0,11.42,0.0,0.0,0.0,0.0,0.88,48181.0,77118.0,816242.0,620,46241.0,9.0,177188.0,64.0,UTTAR PRADESH,Pilibhit,0.0,0.0,0.0,173.0,9.0,792.0,129.0,309452.57038532296,181.0,64.37441002943208,9.0,151.0,792.0,6556.147288446841,131122.94576893683,19668.441865340523,1227.9663871260934,413.037279172151,88858.0,95414.0,11.0,2.0,14.95,7.37,95414.0,1,2,5,4,2025-2026,0.0,0.0,0.0,0.0,0.3588105452027147,2
Bhognipur,09-163-00846,821545642.5856451,Kanpur Dehat,2026_03,0.0,0.0,0.0,0.0,0.01,0.0,597.0,1.86,0.0,0.0,0.0,0.0,0.85,35417.0,37237.0,439969.0,569,24948.0,12.0,163965.0,69.0,UTTAR PRADESH,Kanpur Dehat,0.0,0.0,0.0,156.0,9.0,846.0,208.0,167110.1211365867,125.0,68.02383287192457,9.0,163.0,846.0,6510.619944696842,130212.39889393684,19531.859834090526,1219.4391156417184,410.16905651590105,85307.0,91818.0,11.1,2.0,19.42,8.63,91818.0,1,2,5,4,2025-2026,0.0,0.0,0.0,0.0,0.3588105452027147,2
Mainpuri,09-148-00775,1279152003.3732913,Mainpuri,2026_03,0.0,0.0,0.0,0.0,0.0,0.0,925.0,0.34,0.0,0.0,0.0,0.0,0.87,64334.0,85042.0,914152.0,1417,36692.0,17.0,235868.0,90.0,UTTAR PRADESH,Mainpuri,0.0,0.0,0.0,166.0,9.0,775.0,107.0,227688.592167491,159.0,69.81583713272543,9.0,148.0,775.0,18437.513003141983,368750.26006283966,55312.53900942595,3453.346185488493,1161.563319197945,48103.0,66541.0,12.5,2.0,15.78,5.53,66541.0,1,2,5,4,2025-2026,754278.0,0.0,0.0,754278.0,0.3588105452027147,2
Tilhar,09-152-00794,1382260681.0611176,Shahjahanpur,2026_03,0.0,0.0,0.0,0.0,0.0,0.0,984.0,1.75,0.0,0.0,0.0,0.0,0.86,54993.0,101272.0,959671.0,963,48952.0,11.0,117463.0,118.0,UTTAR PRADESH,Shahjahanpur,0.0,0.0,0.0,180.0,9.0,794.0,131.0,324982.8640504056,157.0,65.05539925496994,9.0,152.0,794.0,11841.109499724016,236822.18999448032,35523.32849917205,2217.839809298308,745.9898984826131,135967.0,147808.0,9.7,2.0,17.71,11.99,147808.0,2,2,4,4,2025-2026,2387166.4699999997,0.0,0.0,2387166.4699999997,0.35577218797998517,2
Etah,09-201-01008,1590940232.100049,Etah,2026_03,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,2.81,0.0,0.0,0.0,0.0,0.87,82068.0,121203.0,1237558.0,2014,27813.0,4.0,244947.0,143.0,UTTAR PRADESH,Etah,0.0,0.0,0.0,138.0,9.0,1008.0,105.0,269990.0836250088,168.0,71.2468967383051,9.0,201.0,1008.0,25887.98932614534,517759.7865229068,77663.96797843602,4848.820400787022,1630.9433275471563,196611.0,222499.0,11.8,2.0,9.93,8.71,222499.0,3,2,2,4,2025-2026,2090000.0,2090000.0,0.0,0.0,0.3510941358012313,2
Bisalpur,09-151-00791,1227156303.519461,Pilibhit,2026_03,0.0,0.0,0.0,0.0,0.0,0.0,867.0,1.71,0.0,0.0,0.0,0.0,0.88,47828.0,77476.0,812199.0,812,33289.0,6.0,108480.0,84.0,UTTAR PRADESH,Pilibhit,0.0,0.0,0.0,173.0,9.0,791.0,130.0,306184.93908120017,171.0,67.56448737048035,9.0,151.0,791.0,5180.347834048064,103606.95668096127,15541.043502144192,970.2791493172024,326.3619135450281,140010.0,145190.0,11.0,2.0,25.19,8.73,145190.0,2,2,5,3,2025-2026,0.0,0.0,0.0,0.0,0.34142241333579054,2
Unnao,09-156-00816,1257922344.4312668,Unnao,2026_03,0.0,0.0,0.0,0.0,0.01,0.01,903.0,8.78,0.0,0.0,0.0,0.0,0.9,75081.0,86345.0,1000872.0,1055,62980.0,18.0,209636.0,102.0,UTTAR PRADESH,Unnao,0.0,0.0,0.0,186.0,9.0,816.0,165.0,206258.7765384148,120.0,68.79688267000529,9.0,156.0,816.0,52652.101997707214,1053042.0399541445,157956.30599312164,9861.73870417056,3317.0824258555544,119626.0,172278.0,13.3,2.0,13.28,8.16,172278.0,2,2,5,3,2025-2026,0.0,0.0,0.0,0.0,0.34142241333579054,2
Chhibramau,09-160-00833,1103079805.6396422,Kannauj,2026_03,0.0,0.0,0.0,0.0,0.01,0.0,791.0,1.22,0.0,0.0,0.0,0.0,0.87,67998.0,99921.0,1029643.0,1060,9979.0,4.0,271306.0,112.0,UTTAR PRADESH,Kannauj,0.0,0.0,0.0,155.0,9.0,833.0,196.0,260652.71455954708,144.0,65.44356944798251,9.0,160.0,833.0,21534.586473547897,430691.72947095794,64603.75942064369,4033.428046495521,1356.6789478335174,137998.0,159533.0,11.8,2.0,28.01,8.79,159533.0,2,2,5,3,2025-2026,0.0,0.0,0.0,0.0,0.34142241333579054,2
